enc,train-cmplmnt-ntest_train-sbst-ntest,train_train,train-cmplmnt-ntest_test,train_test,union_test,sup_train_train,sup_train_test,agg_risk,approx,usability,probe_gen,enc_gen
barlow_rn50,25.391998887062073,6.45950138568878,,28.82199883460998,8.39800015091896,0.84508890286087,24.244000017642968,28.82199883460998,0.84508890286087,5.61441248282791,18.93249750137329,3.4299999475479055
barlow_rn50_ep300,26.357999444007866,3.26257236301898,29.690000414848328,29.631999135017388,,0.84508890286087,24.244000017642968,29.631999135017388,0.84508890286087,2.4174834601581097,23.095427080988888,3.2739996910095215
beit_vitb16_pt22k,52.587997913360596,42.06141829490661,57.392001152038574,57.194000482559204,,0.99651329219341,16.43799990415573,57.194000482559204,0.99651329219341,41.064905002713196,10.526579618453987,4.606002569198608
beit_vitl16_pt22k,42.46399998664856,28.50799262523651,43.76600086688995,43.54999959468841,,0.5525431130081401,15.88000059127807,43.54999959468841,0.5525431130081401,27.95544951222837,13.956007361412048,1.0859996080398489
beitv2_vitb16_pt1k,20.61000019311905,7.203822582960121,22.6840004324913,22.4820002913475,,0.99651329219341,16.43799990415573,22.4820002913475,0.99651329219341,6.207309290766711,13.406177610158927,1.872000098228451
beitv2_vitb16_pt1k_ep300,17.67999976873397,8.32085087895393,20.73999941349029,20.70599943399429,,0.99651329219341,16.43799990415573,20.70599943399429,0.99651329219341,7.32433758676052,9.359148889780041,3.0259996652603185
beitv2_vitb16_pt1k_extractb,18.6939999461174,1.38319199904799,21.33399993181228,21.23399972915649,,0.53825927898287,16.17199927568435,21.23399972915649,0.53825927898287,0.84493272006512,17.31080794706941,2.5399997830390895
beitv2_vitl16_pt1k,36.98599934577942,21.95240706205368,39.98399972915649,39.76599872112274,,0.5525431130081401,15.88000059127807,39.76599872112274,0.5525431130081401,21.39986394904554,15.033592283725739,2.7799993753433228
byol_rn50_augcrop,37.3879998922348,17.84482449293136,40.41799902915954,40.24800062179565,,0.84508890286087,24.244000017642968,40.24800062179565,0.84508890286087,16.99973559007049,19.543175399303443,2.860000729560845
byol_rn50_augcropblur,34.00799930095672,13.747388124465939,37.29400038719177,37.13999986648559,,0.84508890286087,24.244000017642968,37.13999986648559,0.84508890286087,12.90229922160507,20.26061117649078,3.1320005655288696
byol_rn50_augcropcolor,26.56199932098388,4.5828528702259,30.09600043296814,30.017998814582818,,0.84508890286087,24.244000017642968,30.017998814582818,0.84508890286087,3.73776396736503,21.97914645075798,3.455999493598938
byol_rn50_augnocolor,32.899999618530266,12.752202153205868,36.71599924564361,36.52800023555755,,0.84508890286087,24.244000017642968,36.52800023555755,0.84508890286087,11.907113250344999,20.1477974653244,3.6280006170272827
byol_rn50_augnogray,29.370000958442688,7.720538973808281,31.549999117851257,31.47000074386596,,0.84508890286087,24.244000017642968,31.47000074386596,0.84508890286087,6.8754500709474105,21.649461984634407,2.0999997854232717
byol_rn50_bs1024,25.48600137233734,3.51390577852726,28.58000099658966,28.510001301765442,,0.84508890286087,24.244000017642968,28.510001301765442,0.84508890286087,2.6688168756663897,21.97209559381008,3.0239999294281006
byol_rn50_bs128,27.764001488685608,10.06254479289054,30.713999271392822,30.62599897384643,,0.84508890286087,24.244000017642968,30.62599897384643,0.84508890286087,9.21745589002967,17.701456695795066,2.8619974851608205
byol_rn50_bs2048,25.387999415397637,3.56378220021724,,28.453999757766717,4.7699999064207,0.84508890286087,24.244000017642968,28.453999757766717,0.84508890286087,2.7186932973563698,21.824217215180397,3.0660003423690796
byol_rn50_bs256,25.854000449180596,3.61966863274574,,29.11199927330017,4.92600016295909,0.84508890286087,24.244000017642968,29.11199927330017,0.84508890286087,2.77457972988487,22.234331816434857,3.257998824119575
byol_rn50_bs4096,23.14800024032592,3.42742204666137,26.56799852848053,26.49999856948852,,0.84508890286087,24.244000017642968,26.49999856948852,0.84508890286087,2.5823331438004997,19.72057819366455,3.3519983291625977
byol_rn50_bs512,25.496000051498406,4.185949265956871,28.863999247550957,28.683999180793762,,0.84508890286087,24.244000017642968,28.683999180793762,0.84508890286087,3.3408603630960005,21.310050785541534,3.1879991292953562
byol_rn50_bs64,35.83000004291534,21.766093373298638,39.26999866962433,38.97800147533417,,0.84508890286087,24.244000017642968,38.97800147533417,0.84508890286087,20.92100447043777,14.0639066696167,3.1480014324188303
clip_rn101,22.63399958610534,2.3064129054546303,23.263999819755547,23.20600003004074,,0.71114851161837,22.93999940156936,23.20600003004074,0.71114851161837,1.5952643938362603,20.32758668065071,0.5720004439354014
clip_rn50,25.534000992774956,1.55553491786122,27.952000498771667,27.84999907016754,,0.84508890286087,24.244000017642968,27.84999907016754,0.84508890286087,0.7104460150003499,23.978466074913737,2.3159980773925852
clip_rn50x16,17.23999977111816,0.61795222572982,18.41000020503997,18.299999833106988,,0.0,0.0,18.299999833106988,0.0,0.61795222572982,16.62204754538834,1.060000061988827
clip_rn50x4,20.126000046730038,0.50001288764178,21.57599925994873,21.5159997344017,,0.0,0.0,21.5159997344017,0.0,0.50001288764178,19.625987159088258,1.3899996876716614
clip_rn50x64,14.98399972915649,0.49205138348042005,16.76200032234192,16.71800017356872,,0.0,0.0,16.71800017356872,0.0,0.49205138348042005,14.49194834567607,1.734000444412228
clip_vitb16,17.80800074338913,7.2945214807987195,20.103999972343438,20.08399963378906,,0.99651329219341,16.43799990415573,20.08399963378906,0.99651329219341,6.298008188605309,10.51347926259041,2.2759988903999293
clip_vitb32,21.79400026798248,8.660151064395901,,23.90200048685073,10.289999842643729,1.13154649734497,20.20400017499923,23.90200048685073,1.13154649734497,7.528604567050931,13.133849203586578,2.108000218868252
clip_vitl14,13.44199925661087,1.32106123492121,15.462000668048859,15.46400040388107,,0.5525431130081401,15.88000059127807,15.46400040388107,0.5525431130081401,0.76851812191307,12.12093802168966,2.022001147270199
clip_vitl14_px336,13.00799995660781,1.40801314264535,15.002000331878659,15.00999927520752,,0.5525431130081401,15.88000059127807,15.00999927520752,0.5525431130081401,0.8554700296372099,11.59998681396246,2.00199931859971
clusterfit_rn50,45.68800032138824,17.20681190490722,49.154001474380486,49.07000064849853,,0.84508890286087,24.244000017642968,49.07000064849853,0.84508890286087,16.36172300204635,28.481188416481018,3.3820003271102905
dc2_rn50_ep400_2x160_4x96,23.89599978923797,2.459710650146,27.08599865436554,26.98599994182586,,0.84508890286087,24.244000017642968,26.98599994182586,0.84508890286087,1.6146217472851299,21.43628913909197,3.0900001525878906
dc2_rn50_ep400_2x224,27.397999167442322,3.7193432450294397,30.63800036907196,30.546000599861138,,0.84508890286087,24.244000017642968,30.546000599861138,0.84508890286087,2.8742543421685696,23.678655922412883,3.148001432418816
dc2_rn50_ep800_2x224_6x96,22.4140003323555,1.11172078177332,26.23000144958496,26.0479986667633,,0.84508890286087,24.244000017642968,26.0479986667633,0.84508890286087,0.2666318789124499,21.302279550582178,3.6339983344077993
deepcluster_rn50_bs512_ep200_mmselfsup,33.79400074481964,13.51915895938873,35.58799922466278,35.514000058174126,,0.84508890286087,24.244000017642968,35.514000058174126,0.84508890286087,12.67407005652786,20.27484178543091,1.719999313354485
densecl_rn50_200ep_mmselfsup,35.569998621940606,16.12584441900253,38.58200013637543,38.56799900531769,,0.84508890286087,24.244000017642968,38.56799900531769,0.84508890286087,15.28075551614166,19.444154202938076,2.9980003833770823
dino_rn50,22.492000460624688,1.0717572644352902,25.95599889755249,25.828000903129578,,0.84508890286087,24.244000017642968,25.828000903129578,0.84508890286087,0.22666836157442016,21.420243196189396,3.33600044250489
dino_vitb16,19.38599944114685,1.60626992583274,22.7400004863739,22.76400029659271,,0.53825927898287,16.17199927568435,22.76400029659271,0.53825927898287,1.06801064684987,17.77972951531411,3.3780008554458583
dino_vitb16_extracts,19.0420001745224,0.81058908253908,23.68000000715255,23.57199937105178,,1.54765145853161,16.04599952697754,23.57199937105178,1.54765145853161,0.0,18.23141109198332,4.529999196529381
dino_vitb16_last,19.58999931812286,7.6843999326229095,23.183999955654137,23.09799939393997,,0.99651329219341,16.43799990415573,23.09799939393997,0.99651329219341,6.687886640429499,11.90559938549995,3.508000075817108
dino_vitb8,17.75200068950653,0.9986207820475099,20.87199985980987,20.88000029325485,,0.50852075219154,14.73000049591064,20.88000029325485,0.50852075219154,0.4901000298559699,16.75337990745902,3.127999603748318
dino_vitb8_last,17.58999973535537,5.75756318867206,21.512000262737267,21.41599953174591,,0.85874833166599,14.577999711036679,21.41599953174591,0.85874833166599,4.89881485700607,11.83243654668331,3.8259997963905406
dino_vits16,20.43800055980682,6.958968192338939,24.58200007677078,24.59799945354461,,0.96068661659955,19.24799978733062,24.59799945354461,0.96068661659955,5.998281575739389,13.47903236746788,4.159998893737789
dino_vits16_extractb,21.007999777793877,10.56653782725334,25.123998522758477,25.110000371932976,,,,25.110000371932976,,,10.441461950540537,4.102000594139099
dino_vits16_last,20.62799930572509,16.33518487215042,24.536000192165368,24.43999946117401,,,,24.43999946117401,,,4.292814433574669,3.8120001554489207
dino_vits8_last,17.9759994149208,13.526730239391322,21.88400030136108,21.79400026798248,,,,21.79400026798248,,,4.449269175529478,3.8180008530616796
dissl_resnet50_d4096_e100_m2,32.993999123573296,0.49064643681049,32.98799991607666,32.84600079059601,,0.84508890286087,24.244000017642968,32.84600079059601,0.84508890286087,0.0,32.5033526867628,0.0
dissl_resnet50_d8192_e100_m2,32.27599859237671,0.65588639117777,33.75599980354309,33.577999472618096,,0.84508890286087,24.244000017642968,33.577999472618096,0.84508890286087,0.0,31.62011220119894,1.302000880241387
dissl_resnet50_d8192_e400_m6,24.52799975872039,0.46379589475690997,28.492000699043267,28.34399938583374,,0.84508890286087,24.244000017642968,28.34399938583374,0.84508890286087,0.0,24.06420386396348,3.8159996271133494
dissl_resnet50_d8192_e800_m8,23.88000041246414,0.46348366886376996,28.137999773025513,28.00399959087372,,0.84508890286087,24.244000017642968,28.00399959087372,0.84508890286087,0.0,23.41651674360037,4.12399917840958
dissl_resnet50_dnone_e100_m2,31.04600012302398,3.5875886678695603,38.18399906158447,38.13799917697906,,0.84508890286087,24.244000017642968,38.13799917697906,0.84508890286087,2.74249976500869,27.45841145515442,7.091999053955078
dissl_resnet50_dnone_e100_m2_auglarge,33.5999995470047,6.85773193836212,34.74000096321106,34.58999991416931,,0.84508890286087,24.244000017642968,34.58999991416931,0.84508890286087,6.01264303550125,26.742267608642578,0.9900003671646118
dissl_resnet50_dnone_e100_m2_augsmall,32.32200145721435,4.75784949958324,34.63200032711029,34.56999957561493,,0.84508890286087,24.244000017642968,34.56999957561493,0.84508890286087,3.9127605967223698,27.564151957631108,2.247998118400581
dissl_resnet50_dnone_e100_m2_headtlinslin,30.82000017166137,5.29868453741073,33.89399945735931,33.83600115776062,,0.84508890286087,24.244000017642968,33.83600115776062,0.84508890286087,4.45359563454986,25.52131563425064,3.0160009860992503
dissl_resnet50_dnone_e100_m2_headtmlpsmlp,30.777999758720398,6.04230351746082,34.15000140666961,33.95799994468689,,0.84508890286087,24.244000017642968,33.95799994468689,0.84508890286087,5.19721461459995,24.73569624125958,3.1800001859664917
dissl_resnet50_dnone_e400_m2,26.493999361991882,5.78566268086433,30.19999861717224,30.048000812530518,,0.84508890286087,24.244000017642968,30.048000812530518,0.84508890286087,4.9405737780034595,20.70833668112755,3.5540014505386353
dissl_resnet50_dnone_e400_m6,25.464001297950738,1.2985817156732,,28.376001119613647,1.97199992835521,0.84508890286087,24.244000017642968,28.376001119613647,0.84508890286087,0.45349281281233,24.165419582277536,2.91199982166291
ibot_vitb16,18.74199956655502,6.1148937791585904,21.6399997472763,21.512000262737267,,0.99651329219341,16.43799990415573,21.512000262737267,0.99651329219341,5.11838048696518,12.62710578739643,2.7700006961822474
ibot_vitb16_extractb,17.715999484062188,1.2722775340080201,21.44200056791305,21.42000049352646,,0.53825927898287,16.17199927568435,21.42000049352646,0.53825927898287,0.7340182550251502,16.44372195005417,3.704001009464271
ibot_vitl16,17.013999819755547,2.44706589728593,19.92599964141845,19.913999736309048,,0.5525431130081401,15.88000059127807,19.913999736309048,0.5525431130081401,1.8945227842777896,14.566933922469618,2.899999916553501
ibot_vits16,20.38999944925308,15.875214338302609,23.25599938631057,23.12999963760376,,,,23.12999963760376,,,4.51478511095047,2.740000188350681
ibot_vits16_extracts,19.781999289989468,6.54559507966041,23.28999936580658,23.29200059175491,,0.96068661659955,19.24799978733062,23.29200059175491,0.96068661659955,5.58490846306086,13.236404210329058,3.510001301765442
infomin_rn50_200ep,30.45400083065033,7.19195827841758,31.37199878692627,31.21800124645233,,0.84508890286087,24.244000017642968,31.21800124645233,0.84508890286087,6.34686937555671,23.26204255223275,0.764000415802002
infomin_rn50_800ep,26.943999528884888,8.032442629337309,28.74400019645691,28.615999221801758,,0.84508890286087,24.244000017642968,28.615999221801758,0.84508890286087,7.187353726476439,18.911556899547577,1.6719996929168701
init_rn101,99.90000128746031,99.89774823188782,,99.90000128746031,,0.71114851161837,22.93999940156936,99.90000128746031,0.71114851161837,99.18659972026944,0.0022530555724955548,0.0
init_rn50,93.58599781990053,88.89036178588867,,94.12199854850768,,0.84508890286087,24.244000017642968,94.12199854850768,0.84508890286087,88.0452728830278,4.695636034011855,0.5360007286071493
init_rn50_d1024,95.09199857711792,92.0805037021637,,95.10800242424013,,0.84508890286087,24.244000017642968,95.10800242424013,0.84508890286087,91.23541479930283,3.0114948749542236,0.016003847122206594
init_rn50_d4096,93.51000189781188,85.84439158439636,,94.12599802017212,,0.84508890286087,24.244000017642968,94.12599802017212,0.84508890286087,84.9993026815355,7.665610313415513,0.6159961223602437
init_rn50_d512,95.45599818229677,93.98501515388487,,95.60800194740297,,0.84508890286087,24.244000017642968,95.60800194740297,0.84508890286087,93.13992625102401,1.4709830284118937,0.15200376510620117
init_rn50w2,92.30999946594238,81.68388605117798,,93.12400221824646,,0.7428383454680401,22.10199981927871,93.12400221824646,0.7428383454680401,80.94104770570993,10.626113414764404,0.8140027523040771
init_vitb16,93.01199913024902,90.0027871131897,,94.31999921798706,,0.99651329219341,16.43799990415573,94.31999921798706,0.99651329219341,89.00627382099628,3.009212017059326,1.308000087738037
init_vitb16_dino,91.34399890899658,84.75163578987122,,91.58999919891356,,0.53825927898287,16.17199927568435,91.58999919891356,0.53825927898287,84.21337651088835,6.592363119125366,0.24600028991697798
init_vitb16_dino_extracts,92.45200157165529,90.36402106285097,,92.81600117683412,,1.54765145853161,16.04599952697754,92.81600117683412,1.54765145853161,88.81636960431936,2.0879805088043213,0.363999605178833
init_vitb32,96.2000012397766,92.42799878120422,,95.86399793624878,,1.13154649734497,20.20400017499923,95.86399793624878,1.13154649734497,91.29645228385925,3.7720024585723735,0.0
init_vitb8,91.22200012207033,88.51664066314697,,91.8940007686615,,0.85874833166599,14.577999711036679,91.8940007686615,0.85874833166599,87.65789233148098,2.705359458923354,0.6720006465911723
init_vitb8_dino,88.85599970817566,86.34424805641174,,90.60800075531006,,0.50852075219154,14.73000049591064,90.60800075531006,0.50852075219154,85.8357273042202,2.511751651763916,1.7520010471343994
init_vitl16,93.01999807357788,87.06101775169373,,92.95200109481812,,0.5525431130081401,15.88000059127807,92.95200109481812,0.5525431130081401,86.50847463868558,5.958980321884155,0.0
init_vits16,95.01000046730042,93.5871720314026,,95.33399939537048,,,,95.33399939537048,,,1.422828435897813,0.32399892807006836
init_vits16_dino,95.15799880027772,94.10724639892578,,95.49400210380554,,0.96068661659955,19.24799978733062,95.49400210380554,0.96068661659955,93.14655978232624,1.050752401351943,0.3360033035278178
init_vits16_dino_extractb,94.01000142097472,90.08903503417967,,94.05999779701231,,,,94.05999779701231,,,3.920966386795044,0.049996376037597656
jigsaw_rn50,60.461997985839844,46.70647978782654,64.3779993057251,64.18600082397461,,0.84508890286087,24.244000017642968,64.18600082397461,0.84508890286087,45.861390884965665,13.755518198013306,3.7240028381347656
jigsaw_rn50_in22k,56.585997343063354,37.10133135318756,64.49000239372253,64.49400186538696,,0.84508890286087,24.244000017642968,64.49400186538696,0.84508890286087,36.25624245032669,19.484665989875793,7.908004522323608
lossyless_vitb32_b001,22.2120001912117,14.78581577539444,24.63199943304062,24.58799928426742,,1.13154649734497,20.20400017499923,24.58799928426742,1.13154649734497,13.654269278049469,7.426184415817261,2.375999093055718
lossyless_vitb32_b005,22.65399992465973,15.126442909240719,,24.86200034618377,16.7260006070137,1.13154649734497,20.20400017499923,24.86200034618377,1.13154649734497,13.994896411895748,7.52755701541901,2.2080004215240407
lossyless_vitb32_b01,23.61200004816055,16.06082618236541,25.86599886417389,25.79599916934967,,1.13154649734497,20.20400017499923,25.79599916934967,1.13154649734497,14.92927968502044,7.551173865795139,2.183999121189121
mae_vitb16,30.87800145149231,21.41516357660293,34.05399918556213,34.00000035762787,,0.99651329219341,16.43799990415573,34.00000035762787,0.99651329219341,20.41865028440952,9.46283787488938,3.121998906135559
mae_vith14,20.542000234127038,6.02848790585994,24.14200007915496,24.00799989700317,,0.0,0.0,24.00799989700317,0.0,6.02848790585994,14.513512328267097,3.4659996628761327
mae_vitl16,22.22999930381775,9.78404879570007,25.832000374794,25.652000308036797,,0.5525431130081401,15.88000059127807,25.652000308036797,0.5525431130081401,9.23150568269193,12.44595050811768,3.422001004219048
