enc,objective,ssl_mode,is_stopgrad,is_ema,architecture_exact,architecture,family,patch_size,n_parameters,z_dim,z_layer,epochs,batch_size,optimizer,learning_rate,weight_decay,scheduler,pretraining_data,img_size,is_aug_invariant,year,is_official,is_industry,n_classes,pred_dim,projection_hid_width,projection_hid_depth,projection1_arch,projection2_arch,projection_same,projection_nparameters,n_negatives,finetuning_data,other,nviews,n_augmentations,is_aug_autoaug,is_aug_blur,is_aug_color,is_aug_crop,is_aug_erasing,is_aug_flip,is_aug_gray,is_aug_jigsaw,is_aug_masking,is_aug_normalize,is_aug_photometric,is_aug_rotate,is_aug_solarize,is_aug_anygeometric,is_aug_anycolor
mocov2_rn50_ep200,moco,contrastive,1,1,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2020,1,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,65536.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov2_rn50_ep800,moco,contrastive,1,1,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,800.0,256,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2020,1,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,65536.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov2_rn50_vissl,moco,contrastive,1,1,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,sgd,0.01,0.0001,multistep,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,65536.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov3_rn50_ep100,moco,contrastive,1,1,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2021,1,1,,256.0,4096.0,5.0,mlp,mlp,1.0,30000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov3_rn50_ep1000,moco,contrastive,1,1,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2021,1,1,,256.0,4096.0,5.0,mlp,mlp,1.0,30000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov3_rn50_ep300,moco,contrastive,1,1,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2021,1,1,,256.0,4096.0,5.0,mlp,mlp,1.0,30000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov3_vitb_ep300,moco,contrastive,1,1,vitb16 cls,vitb,vit,16,90000000.0,512,cls,400.0,2048,adamw,0.0001,0.1,cosine,ImageNet-1K,128,1,2021,1,1,,256.0,4096.0,5.0,mlp,mlp,1.0,30000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
mocov3_vits_ep300,moco,contrastive,1,1,vits16 cls,vits,vit,16,20000000.0,256,cls,400.0,2048,adamw,0.0001,0.1,cosine,ImageNet-1K,128,1,2021,1,1,,256.0,4096.0,5.0,mlp,mlp,1.0,30000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
msn_vitb16_ep600,msn,clustering,1,1,vitb16 cls,vitb,vit,16,90000000.0,512,cls,600.0,1024,adamw,0.001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,1000.0,256.0,2048.0,3.0,mlp,mlp,1.0,10000000.0,8192.0,,,2,7,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
msn_vitb4_ep300,msn,clustering,1,1,vitb4 cls,vitb,vit,4,90000000.0,512,cls,400.0,1024,adamw,0.001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,1000.0,256.0,2048.0,3.0,mlp,mlp,1.0,10000000.0,8192.0,,,2,7,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
msn_vitl16_ep600,msn,clustering,1,1,vitl16 cls,vitl,vit,16,300000000.0,1024,cls,400.0,1024,adamw,0.001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,1000.0,256.0,2048.0,3.0,mlp,mlp,1.0,10000000.0,8192.0,,,2,7,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
msn_vitl7_ep200,msn,clustering,1,1,vitl7 cls,vitl,vit,4,300000000.0,1024,cls,200.0,1024,adamw,0.001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,1000.0,256.0,2048.0,3.0,mlp,mlp,1.0,10000000.0,8192.0,,,2,7,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
msn_vits16_ep800,msn,clustering,1,1,vits16 cls,vits,vit,16,20000000.0,256,cls,800.0,1024,adamw,0.001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,1000.0,256.0,2048.0,3.0,mlp,mlp,1.0,10000000.0,8192.0,,,2,7,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
mugs_vitb16_ep400,mugs,hierarchical,1,1,vitb16 cls,vitb,vit,16,90000000.0,512,cls,400.0,512,adamw,0.0001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
mugs_vitb16_ep400_extractb,mugs,hierarchical,1,1,vitb16 cls+avg,vitb,vit,16,90000000.0,1024,cls+avg,400.0,512,adamw,0.0001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
mugs_vitl16_ep250,mugs,hierarchical,1,1,vitl16 cls,vitl,vit,16,300000000.0,1024,cls,400.0,512,adamw,0.001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
mugs_vits16_ep100,mugs,hierarchical,1,1,vits16 cls,vits,vit,16,20000000.0,256,cls,0.0,512,adamw,0.0001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
mugs_vits16_ep300,mugs,hierarchical,1,1,vits16 cls,vits,vit,16,20000000.0,256,cls,400.0,1024,adamw,0.0001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
mugs_vits16_ep800,mugs,hierarchical,1,1,vits16 cls,vits,vit,16,20000000.0,256,cls,800.0,1024,adamw,0.0001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
mugs_vits16_ep800_extracts,mugs,hierarchical,1,1,vits16 4xcls,vits,vit,16,20000000.0,1024,4xcls,800.0,1024,adamw,0.0001,0.01,cosine,ImageNet-1K,128,1,2022,1,1,,256.0,2048.0,6.0,mlp,mlp,1.0,70000000.0,65536.0,,,2,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
npid_rn50,npid,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,sgd,0.01,0.0001,multistep,ImageNet-1K,128,1,2018,0,0,,64.0,,,linear,linear,1.0,0.0,2048.0,,,2,4,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
npidpp_rn50,npid,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,800.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,0,1,,64.0,,,linear,linear,1.0,0.0,16384.0,,,2,4,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
odc_rn50_440ep_mmselfsup,odc,clustering,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,512,sgd,0.01,1e-05,multistep,ImageNet-1K,128,1,2020,0,0,10000.0,256.0,512.0,1.0,mlp,,,0.0,,,,2,6,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
pirl_rn50,pirl,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,800.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,1,1,,64.0,,,linear,linear,1.0,0.0,16384.0,,,2,7,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
pirl_rn50_ep200,pirl,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,1,1,,64.0,,,linear,linear,1.0,0.0,16384.0,,,2,7,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
pirl_rn50_ep200_headmlp,pirl,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,1,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,16384.0,,,2,7,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
pirl_rn50_headmlp,pirl,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,800.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,1,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,16384.0,,,2,7,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
pirl_rn50w2,pirl,contrastive,0,0,resnet50w2,resnet50w2,resnet,4,90000000.0,2048,avgpool,400.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,1,1,,64.0,,,linear,linear,1.0,0.0,16384.0,,,2,7,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
pirl_rn50w2_headmlp,pirl,contrastive,0,0,resnet50w2,resnet50w2,resnet,4,90000000.0,2048,avgpool,400.0,1024,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2019,1,1,,64.0,4096.0,1.0,mlp,mlp,1.0,20000000.0,16384.0,,,2,7,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
relativeloc_rn50_70ep_mmselfsup,locnet,transform,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,512,sgd,0.1,0.0001,multistep,ImageNet-1K,128,1,2015,0,0,0.0,64.0,4096.0,3.0,mlp,,,50000000.0,,,,2,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
rotnet_rn50_in1k,rotnet,transform,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,sgd,0.1,0.0001,multistep,ImageNet-1K,128,1,2018,0,0,0.0,,,,linear,,,0.0,,,,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
rotnet_rn50_in22k,rotnet,transform,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,sgd,0.1,0.0001,multistep,ImageNet-22K,128,1,2018,0,0,0.0,,,,linear,,,0.0,,,,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
selav2_rn50_ep400_2x224,sela,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_d8192_e100_m2,simclr,contrastive,0,0,resnet50d8192,resnet50,resnet,4,30000000.0,4096,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,0,,64.0,2048.0,2.0,mlp,mlp,1.0,20000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,0,,64.0,2048.0,2.0,mlp,mlp,1.0,10000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2_data010,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,10% ImageNet-1K,128,1,2020,0,0,,64.0,2048.0,2.0,mlp,mlp,1.0,10000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2_data030,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,30% ImageNet-1K,128,1,2020,0,0,,64.0,2048.0,2.0,mlp,mlp,1.0,10000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2_headtlinslin,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,0,,64.0,,,linear,linear,0.0,0.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2_headtmlpslin,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,0,,64.0,2048.0,2.0,mlp,linear,0.0,10000000.0,4096.0,,headTMlpSLin,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2_headtmlpsmlp,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,0,,64.0,2048.0,2.0,mlp,mlp,0.0,10000000.0,4096.0,,headTMlpSMlp,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_resnet50_dnone_e100_m2_headtnonesnone,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,0,,2048.0,,,identity,identity,1.0,0.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simclr_rn101,simclr,contrastive,0,0,resnet101,resnet101,resnet,4,40000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,70000000.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn101_ep100,simclr,contrastive,0,0,resnet101,resnet101,resnet,4,40000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50_bs256_ep200_mmselfsup,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,512.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50_bs4096_ep100,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50_ep200,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50_ep400,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50_ep800,simclr,contrastive,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,800.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50w2,simclr,contrastive,0,0,resnet50w2,resnet50w2,resnet,4,90000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,4096.0,1.0,mlp,mlp,1.0,20000000.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50w2_ep100,simclr,contrastive,0,0,resnet50w2,resnet50w2,resnet,4,90000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,4096.0,1.0,mlp,mlp,1.0,20000000.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simclr_rn50w4,simclr,contrastive,0,0,resnet50w4,resnet50w4,resnet,4,380000000.0,4096,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,0,1,,64.0,8192.0,1.0,mlp,mlp,1.0,70000000.0,4096.0,,,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
simsiam_rn50_bs256_ep100,simsiam,siamese,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,256,lars,0.01,0.0001,cosine,ImageNet-1K,128,1,2020,1,1,,512.0,2048.0,2.0,mlp,mlp,0.0,10000000.0,,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simsiam_rn50_bs256_ep200_mmselfsup,simsiam,siamese,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2020,0,1,,512.0,2048.0,5.0,mlp,mlp,1.0,20000000.0,,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
simsiam_rn50_bs512_ep100,simsiam,siamese,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,512,lars,0.01,0.0001,cosine,ImageNet-1K,128,1,2020,1,1,,512.0,2048.0,2.0,mlp,mlp,0.0,10000000.0,,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
speccl_resnet50_bs384_ep100,speccl,contrastive,0,0,resnet50,resnet50,resnet,4,30000000.0,2048,avgpool,0.0,256,sgd,0.01,0.0001,cosine,ImageNet-1K,128,1,2021,1,0,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,800.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50_ep100,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,0.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50_ep200,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50_ep200_bs256,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,200.0,256,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50_ep400,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50_ep400_2x224,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,2,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50_ep400_bs256,swav,clustering,1,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,256,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,2048.0,1.0,mlp,mlp,1.0,0.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50w2,swav,clustering,1,0,resnet50w2,resnet50w2,resnet,4,90000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,8192.0,1.0,mlp,mlp,1.0,40000000.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
swav_rn50w4,swav,clustering,1,0,resnet50w4,resnet50w4,resnet,4,380000000.0,4096,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2020,1,1,3000.0,64.0,8192.0,1.0,mlp,mlp,1.0,70000000.0,4096.0,,,8,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
vicreg_rn50,vicreg,siamese,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,2048.0,,,2,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicreg_rn50w2,vicreg,siamese,0,0,resnet50w2,resnet50w2,resnet,4,90000000.0,2048,avgpool,1000.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,2048.0,,,2,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_convnextb_alpha075,vicregl,siamese,0,0,convnextb,convnextb,convnext,4,80000000.0,1024,avgpool,400.0,512,adamw,0.0001,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,4096.0,,,8,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_convnextb_alpha09,vicregl,siamese,0,0,convnextb,convnextb,convnext,4,80000000.0,1024,avgpool,400.0,512,adamw,0.0001,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,4096.0,,,8,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_convnexts_alpha075,vicregl,siamese,0,0,convnexts,convnexts,convnext,4,50000000.0,512,avgpool,400.0,256,adamw,0.0001,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,2048.0,,,8,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_convnexts_alpha09,vicregl,siamese,0,0,convnexts,convnexts,convnext,4,50000000.0,512,avgpool,400.0,256,adamw,0.0001,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,2048.0,,,8,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_convnextxl_alpha075,vicregl,siamese,0,0,convnextxl,convnextxl,convnext,4,350000000.0,2048,avgpool,200.0,512,adamw,1e-05,1e-06,cosine,ImageNet-22K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,160000000.0,4096.0,,,8,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_rn50_alpha075,vicregl,siamese,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,2048.0,,,2,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
vicregl_rn50_alpha09,vicregl,siamese,0,0,resnet50,resnet50,resnet,4,20000000.0,2048,avgpool,400.0,2048,lars,0.1,1e-06,cosine,ImageNet-1K,128,1,2022,1,1,,4096.0,8192.0,2.0,mlp,mlp,1.0,150000000.0,2048.0,,,2,7,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
